case,n_bus,model,cold_converged,cold_iters,cold_rt_s,warm_converged,warm_iters,warm_rt_s,iter_reduction_pct,rt_speedup,gnn_mape_vm_pct,v_violations_warm
case118,118,GraphSAGE,True,4,0.03385329246520996,True,5,0.03807830810546875,-25.0,0.8890440292526548,1.3058764934539795,1
case118,118,GAT,True,4,0.03385329246520996,True,5,0.03515768051147461,-25.0,0.962898916330987,1.248834252357483,1
case14,14,GCN,True,4,0.02978658676147461,True,4,0.026677846908569336,0.0,1.11652888869029,1.4119292497634888,0
case14,14,GraphSAGE,True,4,0.02978658676147461,True,4,0.027425289154052734,0.0,1.0860992784491001,1.4644643068313599,0
case14,14,GAT,True,4,0.02978658676147461,True,4,0.3320343494415283,0.0,0.08970935329906302,1.4129912853240967,0
case118,118,GCN,True,4,0.04141068458557129,True,5,0.03338217735290527,-25.0,1.240502803271078,1.2195478677749634,1
case118,118,GraphSAGE,True,4,0.04141068458557129,True,5,0.03559112548828125,-25.0,1.1635115219721328,1.271751046180725,1
case118,118,GAT,True,4,0.04141068458557129,True,5,0.06073951721191406,-25.0,0.681775003925263,1.220515251159668,1
case30,30,GCN,True,3,0.035750389099121094,True,4,0.03831005096435547,-33.33333333333333,0.9331856314256554,3.2038514614105225,0
case30,30,GraphSAGE,True,3,0.035750389099121094,True,4,0.03718829154968262,-33.33333333333333,0.9613345386237891,3.0899336338043213,0
case30,30,GAT,True,3,0.035750389099121094,True,4,0.03878378868103027,-33.33333333333333,0.9217869196107481,3.2015483379364014,0
case14,14,GCN,True,4,0.0529017448425293,True,4,0.0418398380279541,0.0,1.2643869416316693,1.3672387599945068,0
case14,14,GraphSAGE,True,4,0.0529017448425293,True,4,0.04758429527282715,0.0,1.1117479945686757,1.419830560684204,0
case14,14,GAT,True,4,0.0529017448425293,True,4,0.04619288444519043,0.0,1.1452357971994405,1.3683018684387207,0
case118,118,GCN,True,4,0.0333254337310791,True,5,0.033203125,-25.0,1.003683651194853,1.2015175819396973,1
case118,118,GraphSAGE,True,4,0.0333254337310791,True,5,0.03387093544006348,-25.0,0.983894696089818,1.2601292133331299,1
case118,118,GAT,True,4,0.0333254337310791,True,5,0.033084869384765625,-25.0,1.0072711287904992,1.2026594877243042,1
case30,30,GCN,True,3,0.025670528411865234,True,4,0.02456355094909668,-33.33333333333333,1.0450658565230473,2.431816339492798,0
case30,30,GraphSAGE,True,3,0.025670528411865234,True,4,0.02786087989807129,-33.33333333333333,0.9213825444774383,2.344228744506836,0
case30,30,GAT,True,3,0.025670528411865234,True,4,0.024236202239990234,-33.33333333333333,1.0591811438802212,2.4300460815429688,0
case30,30,GCN,True,3,0.023564577102661133,True,4,0.022715091705322266,-33.33333333333333,1.0373974011797553,2.1351239681243896,0
case30,30,GraphSAGE,True,3,0.023564577102661133,True,4,0.023560285568237305,-33.33333333333333,1.0001821512057398,2.0691967010498047,0
case30,30,GAT,True,3,0.023564577102661133,True,4,0.023676156997680664,-33.33333333333333,0.9952872463622174,2.133702516555786,0
case14,14,GCN,True,4,0.03132200241088867,True,4,0.029371261596679688,0.0,1.0664166504318462,1.4379141330718994,0
case14,14,GraphSAGE,True,4,0.03132200241088867,True,4,0.026752948760986328,0.0,1.1707869173870422,1.4904162883758545,0
case14,14,GAT,True,4,0.03132200241088867,True,4,0.02686452865600586,0.0,1.1659241378086227,1.4389755725860596,0
case14,14,GCN,True,4,0.033478736877441406,True,4,0.026432514190673828,0.0,1.2665740623816137,1.5663021802902222,0
case14,14,GraphSAGE,True,4,0.033478736877441406,True,4,0.02578592300415039,0.0,1.2983338572775858,1.6186413764953613,0
case14,14,GAT,True,4,0.033478736877441406,True,4,0.02823662757873535,0.0,1.1856492700514214,1.5673600435256958,0
case118,118,GCN,True,4,0.03555631637573242,True,5,0.03537178039550781,-25.0,1.0052170396333244,1.192351222038269,1
case118,118,GraphSAGE,True,4,0.03555631637573242,True,5,0.03585982322692871,-25.0,0.9915362981776115,1.2531055212020874,1
case118,118,GAT,True,4,0.03555631637573242,True,5,0.03534722328186035,-25.0,1.005915403657163,1.1935410499572754,1
case14,14,GCN,True,4,0.04391741752624512,True,4,0.02651667594909668,0.0,1.6562188115340004,1.475968360900879,0
case14,14,GraphSAGE,True,4,0.04391741752624512,True,4,0.028275012969970703,0.0,1.5532236032177007,1.528422236442566,0
case14,14,GAT,True,4,0.04391741752624512,True,4,0.028156757354736328,0.0,1.559746989788142,1.4770286083221436,0
case14,14,GCN,True,4,0.04307103157043457,True,4,0.03930068016052246,0.0,1.0959360345549294,1.4329445362091064,0
case14,14,GraphSAGE,True,4,0.04307103157043457,True,4,0.03735780715942383,0.0,1.1529325419618355,1.4854530096054077,0
case14,14,GAT,True,4,0.04307103157043457,True,4,0.04320049285888672,0.0,0.9970032451047485,1.434005856513977,0
case14,14,GCN,True,4,0.0471951961517334,True,4,0.04794120788574219,0.0,0.9844390292420927,1.3627915382385254,0
case14,14,GraphSAGE,True,4,0.0471951961517334,True,4,0.0431370735168457,0.0,1.0940750566517439,1.4153891801834106,0
case14,14,GAT,True,4,0.0471951961517334,True,4,0.04727458953857422,0.0,0.9983205906679309,1.363855004310608,0
case14,14,GCN,True,4,0.03053569793701172,True,4,0.028023242950439453,0.0,1.0896561112150964,1.4634007215499878,0
case14,14,GraphSAGE,True,4,0.03053569793701172,True,4,0.02737116813659668,0.0,1.115615445589401,1.515870451927185,0
case14,14,GAT,True,4,0.03053569793701172,True,4,0.031171083450317383,0.0,0.9796161877299393,1.464461326599121,0
case118,118,GCN,True,4,0.033811330795288086,True,5,0.033202171325683594,-25.0,1.0183469768777826,1.2178890705108643,1
case118,118,GraphSAGE,True,4,0.033811330795288086,True,5,0.04442882537841797,-25.0,0.7610223882198897,1.2786853313446045,1
case118,118,GAT,True,4,0.033811330795288086,True,5,0.03418397903442383,-25.0,0.9890987459721854,1.2190738916397095,1
case14,14,GCN,True,4,0.031373023986816406,True,4,0.028834819793701172,0.0,1.0880256651948867,1.371320366859436,0
case14,14,GraphSAGE,True,4,0.031373023986816406,True,4,0.02768874168395996,0.0,1.1330606621604167,1.423906683921814,0
case14,14,GAT,True,4,0.031373023986816406,True,4,0.026189088821411133,0.0,1.1979425554189995,1.3723835945129395,0
case14,14,GCN,True,4,0.03220558166503906,True,4,0.02904057502746582,0.0,1.1089856738229136,1.3685224056243896,0
case14,14,GraphSAGE,True,4,0.03220558166503906,True,4,0.02826213836669922,0.0,1.1395309600134975,1.4211124181747437,0
case14,14,GAT,True,4,0.03220558166503906,True,4,0.03037858009338379,0.0,1.0601411114686423,1.3695855140686035,0
case14,14,GCN,True,4,0.032346248626708984,True,4,0.02907562255859375,0.0,1.1124868800839676,1.4754517078399658,0
case14,14,GraphSAGE,True,4,0.032346248626708984,True,4,0.030261754989624023,0.0,1.0688821133407391,1.5279061794281006,0
case14,14,GAT,True,4,0.032346248626708984,True,4,0.03327369689941406,0.0,0.9721266838635713,1.4765119552612305,0
case118,118,GCN,True,4,0.03559517860412598,True,5,0.04279637336730957,-25.0,0.8317335279469196,1.1571732759475708,1
case118,118,GraphSAGE,True,4,0.03559517860412598,True,5,0.054981231689453125,-25.0,0.6474059876500382,1.2168605327606201,1
case118,118,GAT,True,4,0.03559517860412598,True,5,0.036299943923950195,-25.0,0.9805849474230393,1.1581425666809082,1
case14,14,GCN,True,4,0.04523897171020508,True,4,0.04171156883239746,0.0,1.0845665357728735,1.3698128461837769,0
case14,14,GraphSAGE,True,4,0.04523897171020508,True,4,0.04156851768493652,0.0,1.0882988913169411,1.4042928218841553,0
case14,14,GAT,True,4,0.04523897171020508,True,4,0.04156899452209473,0.0,1.0882864074607261,1.3705096244812012,0
case30,30,GCN,True,3,0.037535667419433594,True,4,0.03750920295715332,-33.33333333333333,1.0007055458445893,3.417898416519165,0
case30,30,GraphSAGE,True,3,0.037535667419433594,True,4,0.03737306594848633,-33.33333333333333,1.0043507661686464,3.3037092685699463,0
case30,30,GAT,True,3,0.037535667419433594,True,4,0.03730201721191406,-33.33333333333333,1.0062637418827018,3.4155900478363037,0
case30,30,GCN,True,3,0.025169849395751953,True,4,0.024669408798217773,-33.33333333333333,1.0202858772023078,2.2723588943481445,0
case30,30,GraphSAGE,True,3,0.025169849395751953,True,4,0.025786161422729492,-33.33333333333333,0.9760991170079978,2.2185614109039307,0
case30,30,GAT,True,3,0.025169849395751953,True,4,0.025799989700317383,-33.33333333333333,0.9755759474369993,2.2711050510406494,0
case14,14,GCN,True,4,0.031354427337646484,True,4,0.02995467185974121,0.0,1.0467291207348037,1.5213388204574585,0
case14,14,GraphSAGE,True,4,0.031354427337646484,True,4,0.031125783920288086,0.0,1.007345788236015,1.573735237121582,0
case14,14,GAT,True,4,0.031354427337646484,True,4,0.02917766571044922,0.0,1.0746036934139565,1.5223982334136963,0
case118,118,GCN,True,4,0.03424263000488281,True,5,0.03458428382873535,-25.0,0.9901211247992169,1.2046669721603394,1
case118,118,GraphSAGE,True,4,0.03424263000488281,True,5,0.03559732437133789,-25.0,0.9619439272366818,1.2704477310180664,1
case118,118,GAT,True,4,0.03424263000488281,True,5,0.034804582595825195,-25.0,0.9838540632000055,1.2059823274612427,1
case14,14,GCN,True,4,0.031487226486206055,True,4,0.029455184936523438,0.0,1.0689875671825422,1.4073556661605835,0
case14,14,GraphSAGE,True,4,0.031487226486206055,True,4,0.0283963680267334,0.0,1.1088469643921648,1.4417881965637207,0
case14,14,GAT,True,4,0.031487226486206055,True,4,0.03034210205078125,0.0,1.0377404450590897,1.4080517292022705,0
case118,118,GCN,True,4,0.03687596321105957,True,5,0.03906679153442383,-25.0,0.9439209559496637,1.1610976457595825,1
case118,118,GraphSAGE,True,4,0.03687596321105957,True,5,0.03924822807312012,-25.0,0.9395574022439694,1.2154852151870728,1
case118,118,GAT,True,4,0.03687596321105957,True,5,0.03629446029663086,-25.0,1.0160218091046442,1.1621971130371094,1
case118,118,GCN,True,4,0.0342097282409668,True,5,0.035736083984375,-25.0,0.9572881084543126,1.167292594909668,1
case118,118,GraphSAGE,True,4,0.0342097282409668,True,5,0.035134315490722656,-25.0,0.9736842105263158,1.22239089012146,1
case118,118,GAT,True,4,0.0342097282409668,True,5,0.03590226173400879,-25.0,0.9528571902911976,1.1683049201965332,1
case14,14,GCN,True,4,0.06663799285888672,True,4,0.04520535469055176,0.0,1.4741172437435721,1.4472531080245972,0
case14,14,GraphSAGE,True,4,0.06663799285888672,True,4,0.04968380928039551,0.0,1.3412416202390722,1.4997433423995972,0
case14,14,GAT,True,4,0.06663799285888672,True,4,0.04185152053833008,0.0,1.5922478323781746,1.4483143091201782,0
case118,118,GCN,True,4,0.052381277084350586,True,5,0.06003069877624512,-25.0,0.8725748350788564,1.196341633796692,1
case118,118,GraphSAGE,True,4,0.052381277084350586,True,5,0.05137777328491211,-25.0,1.0195318663164636,1.2491978406906128,1
case118,118,GAT,True,4,0.052381277084350586,True,5,0.051598548889160156,-25.0,1.0151695776730432,1.1973533630371094,1
case118,118,GCN,True,4,0.03448367118835449,True,5,0.03770804405212402,-25.0,0.914491113373251,1.1666100025177002,1
case118,118,GraphSAGE,True,4,0.03448367118835449,True,5,0.03560805320739746,-25.0,0.9684233784842419,1.2181246280670166,1
case118,118,GAT,True,4,0.03448367118835449,True,5,0.04893231391906738,-25.0,0.7047218581444866,1.1675790548324585,1
case118,118,GCN,True,4,0.0353543758392334,True,5,0.03561115264892578,-25.0,0.9927894271712059,1.164167881011963,1
case118,118,GraphSAGE,True,4,0.0353543758392334,True,5,0.04026627540588379,-25.0,0.8780145539377935,1.2283298969268799,1
case118,118,GAT,True,4,0.0353543758392334,True,5,0.03500103950500488,-25.0,1.0100950240114437,1.1653106212615967,1
case14,14,GCN,True,4,0.03116464614868164,True,4,0.028027772903442383,0.0,1.1119201748938812,1.4176031351089478,0
case14,14,GraphSAGE,True,4,0.03116464614868164,True,4,0.027635574340820312,0.0,1.1277003243840154,1.4701309204101562,0
case14,14,GAT,True,4,0.03116464614868164,True,4,0.02934551239013672,0.0,1.0619901855643301,1.4186649322509766,0
case118,118,GCN,True,4,0.03481721878051758,True,5,0.035170793533325195,-25.0,0.9899469213717741,1.1464180946350098,1
case118,118,GraphSAGE,True,4,0.03481721878051758,True,5,0.03339982032775879,-25.0,1.0424373077115263,1.2074036598205566,1
case118,118,GAT,True,4,0.03481721878051758,True,5,0.0334317684173584,-25.0,1.0414411330523523,1.1475179195404053,1
case30,30,GCN,True,3,0.0243380069732666,True,4,0.024744033813476562,-33.33333333333333,0.9835909196022509,2.397367238998413,0
case30,30,GraphSAGE,True,3,0.0243380069732666,True,4,0.024568796157836914,-33.33333333333333,0.9906064105425574,2.358593463897705,0
case30,30,GAT,True,3,0.0243380069732666,True,4,0.025067567825317383,-33.33333333333333,0.9708962250691928,2.396451473236084,0
case14,14,GCN,True,4,0.030746936798095703,True,4,0.026941537857055664,0.0,1.1412465376412597,1.5121445655822754,0
case14,14,GraphSAGE,True,4,0.030746936798095703,True,4,0.029694318771362305,0.0,1.0354484652380227,1.564552664756775,0
case14,14,GAT,True,4,0.030746936798095703,True,4,0.043392181396484375,0.0,0.7085824175824176,1.5132039785385132,0
case118,118,GCN,True,4,0.03379487991333008,True,5,0.034220218658447266,-25.0,0.9875705427436773,1.2196458578109741,1
case118,118,GraphSAGE,True,4,0.03379487991333008,True,5,0.03547525405883789,-25.0,0.9526324986222563,1.266638994216919,1
case118,118,GAT,True,4,0.03379487991333008,True,5,0.035394906997680664,-25.0,0.9547949911422162,1.2205700874328613,1
case118,118,GCN,True,4,0.052436113357543945,True,5,0.05682110786437988,-25.0,0.9228280709115704,1.1891521215438843,1
case118,118,GraphSAGE,True,4,0.052436113357543945,True,5,0.058251380920410156,-25.0,0.9001694471275847,1.244213342666626,1
case118,118,GAT,True,4,0.052436113357543945,True,5,0.056246042251586914,-25.0,0.9322631648107566,1.1902074813842773,1
case30,30,GCN,True,3,0.03757309913635254,True,4,0.03595900535583496,-33.33333333333333,1.0448870530356775,3.0590803623199463,0
case30,30,GraphSAGE,True,3,0.03757309913635254,True,4,0.03680729866027832,-33.33333333333333,1.0208056690914038,2.9453461170196533,0
case30,30,GAT,True,3,0.03757309913635254,True,4,0.03678297996520996,-33.33333333333333,1.0214805644319707,3.056781530380249,0
case118,118,GCN,True,4,0.03300881385803223,True,5,0.034317970275878906,-25.0,0.9618521606224816,1.2022160291671753,1
case118,118,GraphSAGE,True,4,0.03300881385803223,True,5,0.03447318077087402,-25.0,0.9575215608163717,1.2598707675933838,1
case118,118,GAT,True,4,0.03300881385803223,True,5,0.03941988945007324,-25.0,0.837364445170226,1.2033579349517822,1
case30,30,GCN,True,3,0.024061203002929688,True,4,0.02442646026611328,-33.33333333333333,0.9850466559950025,3.3220534324645996,0
case30,30,GraphSAGE,True,3,0.024061203002929688,True,4,0.02423572540283203,-33.33333333333333,0.9927989611616101,3.2079856395721436,0
case30,30,GAT,True,3,0.024061203002929688,True,4,0.024043798446655273,-33.33333333333333,1.0007238688310014,3.3197474479675293,0
case118,118,GCN,True,4,0.03529167175292969,True,5,0.036741018295288086,-25.0,0.9605523578385885,1.157249093055725,1
case118,118,GraphSAGE,True,4,0.03529167175292969,True,5,0.0342104434967041,-25.0,1.0316052101554822,1.2204043865203857,1
case118,118,GAT,True,4,0.03529167175292969,True,5,0.0374295711517334,-25.0,0.9428820760425757,1.158348798751831,1
case30,30,GCN,True,3,0.024281740188598633,True,4,0.031394004821777344,-33.33333333333333,0.773451502171998,2.098222494125366,0
case30,30,GraphSAGE,True,3,0.024281740188598633,True,4,0.02407526969909668,-33.33333333333333,1.0085760405628894,2.066364049911499,0
case30,30,GAT,True,3,0.024281740188598633,True,4,0.024662494659423828,-33.33333333333333,0.9845613967247346,2.097485303878784,0
case30,30,GCN,True,3,0.025051593780517578,True,4,0.026236295700073242,-33.33333333333333,0.9548449242568814,2.295213222503662,0
case30,30,GraphSAGE,True,3,0.025051593780517578,True,4,0.024758577346801758,-33.33333333333333,1.0118349463142182,2.233149766921997,0
case30,30,GAT,True,3,0.025051593780517578,True,4,0.023877859115600586,-33.33333333333333,1.0491557747800822,2.2939584255218506,0
case118,118,GCN,True,4,0.03435969352722168,True,5,0.03539395332336426,-25.0,0.9707786302735546,1.1950703859329224,1
case118,118,GraphSAGE,True,4,0.03435969352722168,True,5,0.03991222381591797,-25.0,0.8608814604191058,1.2552897930145264,1
case118,118,GAT,True,4,0.03435969352722168,True,5,0.03473496437072754,-25.0,0.9891961644324554,1.1962556838989258,1
case30,30,GCN,True,3,0.02489018440246582,True,4,0.0244905948638916,-33.33333333333333,1.0163160405369887,3.2324697971343994,0
case30,30,GraphSAGE,True,3,0.02489018440246582,True,4,0.024625778198242188,-33.33333333333333,1.0107369684764929,3.1185154914855957,0
case30,30,GAT,True,3,0.02489018440246582,True,4,0.02493119239807129,-33.33333333333333,0.9983551530568333,3.230165958404541,0
case14,14,GCN,True,4,0.030953407287597656,True,4,0.02786707878112793,0.0,1.110751777418444,1.3531911373138428,0
case14,14,GraphSAGE,True,4,0.030953407287597656,True,4,0.027408599853515625,0.0,1.1293319415448853,1.4058005809783936,0
case14,14,GAT,True,4,0.030953407287597656,True,4,0.03280019760131836,0.0,0.9436957564656112,1.3542547225952148,0
case30,30,GCN,True,3,0.03592824935913086,True,4,0.04430675506591797,-33.33333333333333,0.8108977808390193,2.84645676612854,0
case30,30,GraphSAGE,True,3,0.03592824935913086,True,4,0.03728842735290527,-33.33333333333333,0.9635227846725363,2.732992172241211,0
case30,30,GAT,True,3,0.03592824935913086,True,4,0.035878658294677734,-33.33333333333333,1.0013821883763274,2.844163417816162,0
case30,30,GCN,True,3,0.036699771881103516,True,4,0.03864645957946777,-33.33333333333333,0.9496283043894013,3.215596914291382,0
case30,30,GraphSAGE,True,3,0.036699771881103516,True,4,0.03786277770996094,-33.33333333333333,0.9692836632915218,3.1016640663146973,0
case30,30,GAT,True,3,0.036699771881103516,True,4,0.03873777389526367,-33.33333333333333,0.9473898004652938,3.2132937908172607,0
case118,118,GCN,True,4,0.033759117126464844,True,5,0.03382158279418945,-25.0,0.9981530826601249,1.179476022720337,1
case118,118,GraphSAGE,True,4,0.033759117126464844,True,5,0.03408169746398926,-25.0,0.9905350859397407,1.2371456623077393,1
case118,118,GAT,True,4,0.033759117126464844,True,5,0.035597801208496094,-25.0,0.9483483805288397,1.180618166923523,1
case118,118,GCN,True,4,0.043211936950683594,True,5,0.03346824645996094,-25.0,1.2911323873026728,1.1785249710083008,1
case118,118,GraphSAGE,True,4,0.043211936950683594,True,5,0.034775495529174805,-25.0,1.242597302874694,1.2417340278625488,1
case118,118,GAT,True,4,0.043211936950683594,True,5,0.03587603569030762,-25.0,1.2044791493603588,1.1796239614486694,1
case118,118,GCN,True,4,0.03367424011230469,True,5,0.0323483943939209,-25.0,1.0409864459496312,1.2016167640686035,1
case118,118,GraphSAGE,True,4,0.03367424011230469,True,5,0.032634735107421875,-25.0,1.031852717708942,1.2567840814590454,1
case118,118,GAT,True,4,0.03367424011230469,True,5,0.03572440147399902,-25.0,0.942611736597281,1.202541470527649,1
case14,14,GCN,True,4,0.035660505294799805,True,4,0.026665925979614258,0.0,1.337306093254057,1.437453031539917,0
case14,14,GraphSAGE,True,4,0.035660505294799805,True,4,0.029844045639038086,0.0,1.1948951467944877,1.4899554252624512,0
case14,14,GAT,True,4,0.035660505294799805,True,4,0.030092954635620117,0.0,1.1850117652651344,1.438514232635498,0
case30,30,GCN,True,3,0.024234533309936523,True,4,0.024832487106323242,-33.33333333333333,0.9759205030963468,2.0415496826171875,0
case30,30,GraphSAGE,True,3,0.024234533309936523,True,4,0.02486443519592285,-33.33333333333333,0.9746665516017988,1.988258957862854,0
case30,30,GAT,True,3,0.024234533309936523,True,4,0.025827884674072266,-33.33333333333333,0.938308871042186,2.0404725074768066,0
case14,14,GCN,True,4,0.03137040138244629,True,4,0.029669761657714844,0.0,1.0573189547105526,1.3975584506988525,0
case14,14,GraphSAGE,True,4,0.03137040138244629,True,4,0.028955698013305664,0.0,1.0833930291727392,1.4359726905822754,0
case14,14,GAT,True,4,0.03137040138244629,True,4,0.027802228927612305,0.0,1.1283412371045614,1.3982547521591187,0
case14,14,GCN,True,4,0.031357526779174805,True,4,0.026616573333740234,0.0,1.1781203532847238,1.471425175666809,0
case14,14,GraphSAGE,True,4,0.031357526779174805,True,4,0.02743387222290039,0.0,1.1430222654824187,1.523884654045105,0
case14,14,GAT,True,4,0.031357526779174805,True,4,0.026400089263916016,0.0,1.1877810891357357,1.4724855422973633,0
case14,14,GCN,True,4,0.04598212242126465,True,4,0.04168105125427246,0.0,1.103190083684641,1.476513385772705,0
case14,14,GraphSAGE,True,4,0.04598212242126465,True,4,0.0518949031829834,0.0,0.886062399213463,1.5289663076400757,0
case14,14,GAT,True,4,0.04598212242126465,True,4,0.04249000549316406,0.0,1.08218678457602,1.4775738716125488,0
