case,n_bus,model,cold_converged,cold_iters,cold_rt_s,warm_converged,warm_iters,warm_rt_s,iter_reduction_pct,rt_speedup,gnn_mape_vm_pct,v_violations_warm
case30,30,GAT,True,3,0.024351835250854492,True,4,0.02647566795349121,-33.33333333333333,0.9197817140490063,3.4027819633483887,0
case30,30,GCN,True,3,0.023685455322265625,True,4,0.02435159683227539,-33.33333333333333,0.9726448530419628,3.0636816024780273,0
case30,30,GraphSAGE,True,3,0.023685455322265625,True,4,0.023403167724609375,-33.33333333333333,1.0120619396903014,2.949941396713257,0
case30,30,GAT,True,3,0.023685455322265625,True,4,0.02417445182800293,-33.33333333333333,0.9797721781152917,3.06138277053833,0
case14,14,GCN,True,4,0.034564971923828125,True,4,0.025580406188964844,0.0,1.351228423368005,1.4812276363372803,0
case14,14,GraphSAGE,True,4,0.034564971923828125,True,4,0.02694082260131836,0.0,1.282996159224057,1.5336745977401733,0
case14,14,GAT,True,4,0.034564971923828125,True,4,0.02630019187927246,0.0,1.3142478991215745,1.482287883758545,0
case118,118,GCN,True,4,0.049805641174316406,True,5,0.051165103912353516,-25.0,0.97342988415765,1.1785913705825806,1
case118,118,GraphSAGE,True,4,0.049805641174316406,True,5,0.051685333251953125,-25.0,0.9636320023617979,1.2375617027282715,1
case118,118,GAT,True,4,0.049805641174316406,True,5,0.050667524337768555,-25.0,0.9829894360398089,1.1796903610229492,1
case14,14,GCN,True,4,0.04496145248413086,True,4,0.040827274322509766,0.0,1.1012602048562852,1.4680156707763672,0
case14,14,GraphSAGE,True,4,0.04496145248413086,True,4,0.05133533477783203,0.0,0.8758383027735979,1.5385879278182983,0
case14,14,GAT,True,4,0.04496145248413086,True,4,0.04686427116394043,0.0,0.9593972415968417,1.4694422483444214,0
case14,14,GCN,True,4,0.030596017837524414,True,4,0.02711772918701172,0.0,1.12826622120626,1.3541823625564575,0
case14,14,GraphSAGE,True,4,0.030596017837524414,True,4,0.029898881912231445,0.0,1.0233164546868148,1.3954415321350098,0
case14,14,GAT,True,4,0.030596017837524414,True,4,0.026979446411132812,0.0,1.1340491339696006,1.3548797369003296,0
case118,118,GCN,True,4,0.036060333251953125,True,5,0.031705379486083984,-25.0,1.1373569355251087,1.1975857019424438,1
case118,118,GraphSAGE,True,4,0.036060333251953125,True,5,0.03300762176513672,-25.0,1.0924850481060935,1.2517834901809692,1
case118,118,GAT,True,4,0.036060333251953125,True,5,0.032834768295288086,-25.0,1.0982362636963672,1.1985973119735718,1
case30,30,GCN,True,3,0.0240936279296875,True,4,0.023946046829223633,-33.33333333333333,1.0061630673954818,3.2800652980804443,0
case30,30,GraphSAGE,True,3,0.0240936279296875,True,4,0.025129079818725586,-33.33333333333333,0.9587946754713043,3.161034345626831,0
case30,30,GAT,True,3,0.0240936279296875,True,4,0.024640321731567383,-33.33333333333333,0.9778130412485849,3.2775893211364746,0
case14,14,GCN,True,4,0.02988266944885254,True,4,0.026828527450561523,0.0,1.113839345223813,1.513260841369629,0
case14,14,GraphSAGE,True,4,0.02988266944885254,True,4,0.02706313133239746,0.0,1.1041837354970003,1.5656673908233643,0
case14,14,GAT,True,4,0.02988266944885254,True,4,0.03186321258544922,0.0,0.9378423273772111,1.5143202543258667,0
case118,118,GCN,True,4,0.034180641174316406,True,5,0.03521990776062012,-25.0,0.9704920696167828,1.1802356243133545,1
case118,118,GraphSAGE,True,4,0.034180641174316406,True,5,0.034793853759765625,-25.0,0.9823758359828966,1.2288010120391846,1
case118,118,GAT,True,4,0.034180641174316406,True,5,0.03372621536254883,-25.0,1.0134739640034498,1.1811610460281372,1
case30,30,GCN,True,3,0.02502608299255371,True,4,0.02410149574279785,-33.33333333333333,1.03836223525804,2.21789288520813,0
case30,30,GraphSAGE,True,3,0.02502608299255371,True,4,0.023319482803344727,-33.33333333333333,1.0731834493758243,2.147477388381958,0
case30,30,GAT,True,3,0.02502608299255371,True,4,0.024273395538330078,-33.33333333333333,1.0310087417738925,2.2164695262908936,0
case30,30,GCN,True,3,0.024335384368896484,True,4,0.023530960083007812,-33.33333333333333,1.0341857826051715,3.207517147064209,0
case30,30,GraphSAGE,True,3,0.024335384368896484,True,4,0.0262298583984375,-33.33333333333333,0.9277741419429901,3.093594789505005,0
case30,30,GAT,True,3,0.024335384368896484,True,4,0.023638486862182617,-33.33333333333333,1.0294814769987997,3.205214023590088,0
case118,118,GCN,True,4,0.03432011604309082,True,5,0.04584980010986328,-25.0,0.7485336023462362,1.159773349761963,1
case118,118,GraphSAGE,True,4,0.03432011604309082,True,5,0.05900096893310547,-25.0,0.5816873292708552,1.211348295211792,1
case118,118,GAT,True,4,0.03432011604309082,True,5,0.05492734909057617,-25.0,0.6248274604786832,1.1607428789138794,1
case14,14,GCN,True,4,0.051874399185180664,True,4,0.04323625564575195,0.0,1.1997893529496102,1.4680734872817993,0
case14,14,GraphSAGE,True,4,0.051874399185180664,True,4,0.04163503646850586,0.0,1.245931397812518,1.520537257194519,0
case14,14,GAT,True,4,0.051874399185180664,True,4,0.040937185287475586,0.0,1.2671706376708618,1.4691338539123535,0
case118,118,GCN,True,4,0.03782320022583008,True,5,0.03682255744934082,-25.0,1.027174722393085,1.21712064743042,1
case118,118,GraphSAGE,True,4,0.03782320022583008,True,5,0.03554224967956543,-25.0,1.0641757504611773,1.2756160497665405,1
case118,118,GAT,True,4,0.03782320022583008,True,5,0.033598899841308594,-25.0,1.1257273423973206,1.218218445777893,1
case14,14,GCN,True,4,0.03432631492614746,True,4,0.027587175369262695,0.0,1.2442852327822382,1.4235540628433228,0
case14,14,GraphSAGE,True,4,0.03432631492614746,True,4,0.02629709243774414,0.0,1.3053273858093528,1.4760745763778687,0
case14,14,GAT,True,4,0.03432631492614746,True,4,0.03373908996582031,0.0,1.0174048843914296,1.4246158599853516,0
case118,118,GCN,True,4,0.04203534126281738,True,5,0.0336301326751709,-25.0,1.2499308780263019,1.1981009244918823,1
case118,118,GraphSAGE,True,4,0.04203534126281738,True,5,0.03578639030456543,-25.0,1.1746180853969714,1.251298189163208,1
case118,118,GAT,True,4,0.04203534126281738,True,5,0.03336906433105469,-25.0,1.259709917119177,1.1990692615509033,1
case14,14,GCN,True,4,0.030208110809326172,True,4,0.027373075485229492,0.0,1.1035702153974793,1.4395257234573364,0
case14,14,GraphSAGE,True,4,0.030208110809326172,True,4,0.02712726593017578,0.0,1.1135700474600105,1.4920254945755005,0
case14,14,GAT,True,4,0.030208110809326172,True,4,0.02730393409729004,0.0,1.1063647715266196,1.4405866861343384,0
case118,118,GCN,True,4,0.03385329246520996,True,5,0.03419828414916992,-25.0,0.9899120177358859,1.2476940155029297,1
